20213,16010031,ACA-0910,002,I
20213,16010044,SCD-1016,073,I
20213,16010044,SCD-1004,074,I
20213,16010044,SCD-1003,086,I
20213,16010044,ISCEX-03,087,I
20213,16010051,GEG-0908,113,I
20213,16010051,GEF-0915,115,I
20213,16010082,GEG-0908,113,I
20213,16010083,ISCEX-03,087,I
20213,16010083,SCD-1003,086,I
20213,16010089,INC-1019,022,I
20213,16010089,ACA-0910,145,I
20213,16010089,ACF-0904,175,I
20213,16010089,CPM-2106,186,I
20213,16010089,LEI-04,094,I
20213,16010097,ACD-0908,081,I
20213,16010106,CPM-2106,186,I
20213,16010145,AEB-1055,079,I
20213,16010145,DSD-2105,075,I
20213,16010145,DSD-2101,076,I
20213,16010145,SCC-1019,077,I
20213,16010145,SCG-1009,078,I
20213,16010145,SCD-1004,074,I
20213,16010145,SCD-1016,073,I
20213,16010185,GEF-2105,190,I
20213,16010185,GEF-2102,189,I
20213,16010185,LEI-03,094,I
20213,16010186,SCC-1013,091,I
20213,16010186,SCD-1016,073,I
20213,16010186,ISCEX-03,087,I
20213,16010195,ACD-0908,028,I
20213,16010195,INC-1015,012,I
20213,16010195,CPM-2106,186,I
20213,16010195,INDEX-03,125,I
20213,16010245,CPF-2105,193,I
20213,16010245,LEI-05,122,I
20213,16010245,INC-1015,011,I
20213,16010245,CPF-2101,013,I
20213,16010245,INR-1003,018,I
20213,16010245,INH-1020,009,I
20213,16010245,INC-1019,022,I
20213,16010245,AEC-1392,020,I
20213,16010271,AEC-1018,037,I
20213,16010271,ACA-0910,001,I
20213,16010271,INC-1021,004,I
20213,16010271,INR-1003,018,I
20213,16010271,CPM-2106,186,I
20213,16010291,ASD-1020,150,I
20213,16010291,LEI-03,162,I
20213,16010296,GEF-2105,190,I
20213,16010296,GEF-2102,189,I
20213,16010296,AEB-1045,108,I
20213,16010296,TUT-I,065,I
20213,16010297,INC-1021,004,I
20213,16010319,SCD-1016,073,I
20213,16010319,SCF-1006,093,I
20213,17010040,LEI-03,094,I
20213,17010040,CPM-2106,186,I
20213,17010040,ACF-0904,046,I
20213,17010040,INC-1021,004,I
20213,17010040,INC-1022,005,I
20213,17010040,CPF-2101,014,I
20213,17010040,INC-1015,011,I
20213,17010041,ACD-0908,028,I
20213,17010041,LEI-05,031,I
20213,17010041,ASQ-1008,149,I
20213,17010041,ASF-1011,144,I
20213,17010041,HOF-2101,146,I
20213,17010041,ASD-1001,142,I
20213,17010041,ASC-1013,143,I
20213,17010041,ACA-0909,118,I
20213,17010048,CPM-2106,186,I
20213,17010048,INC-1015,011,I
20213,17010050,INC-1015,011,I
20213,17010050,CPF-2101,013,I
20213,17010050,LEI-07,016,I
20213,17010050,AEC-1392,019,I
20213,17010050,INC-1021,004,I
20213,17010050,INH-1020,010,I
20213,17010050,INC-1022,006,I
20213,17010050,CPM-2106,186,I
20213,17010050,CPF-2105,193,I
20213,17010063,LEI-02,170,I
20213,17010063,ASC-1013,143,I
20213,17010063,ASD-1001,142,I
20213,17010063,HOF-2101,146,I
20213,17010063,ASF-1011,144,I
20213,17010063,ASD-1020,150,I
20213,17010063,AED-1023,151,I
20213,17010063,ASF-1005,148,I
20213,17010064,ASF-1005,148,I
20213,17010064,ASQ-1008,149,I
20213,17010064,ASF-1011,144,I
20213,17010064,ACA-0910,145,I
20213,17010064,HOF-2101,146,I
20213,17010064,ASD-1001,142,I
20213,17010064,LEI-03,162,I
20213,17010084,GEF-2105,190,I
20213,17010084,GEF-2102,189,I
20213,17010086,CPF-2105,193,I
20213,17010086,CPM-2106,186,I
20213,17010086,INH-1020,009,I
20213,17010086,INC-1021,003,I
20213,17010086,LEI-07,016,I
20213,17010086,ACF-0904,046,I
20213,17010091,CPF-2105,193,I
20213,17010095,CPM-2106,186,I
20213,17010095,LEI-07,015,I
20213,17010095,INC-1015,011,I
20213,17010095,INC-1021,004,I
20213,17010095,INH-1020,010,I
20213,17010095,INC-1019,021,I
20213,17010098,SCD-1016,073,I
20213,17010105,INC-1021,003,I
20213,17010105,LEI-07,016,I
20213,17010105,CPM-2106,186,I
20213,17010110,CPF-2101,014,I
20213,17010110,INF-1028,008,I
20213,17010110,INC-1015,012,I
20213,17010110,INC-1022,005,I
20213,17010111,AEG-1075,116,I
20213,17010111,LEI-03,094,I
20213,17010111,AEB-1045,108,I
20213,17010111,AED-1035,107,I
20213,17010111,GED-0920,105,I
20213,17010111,GEC-0912,106,I
20213,17010111,AED-1069,104,I
20213,17010115,SCD-1016,073,I
20213,17010118,LEI-05,031,I
20213,17010118,ACD-0908,028,I
20213,17010118,ASD-1001,142,I
20213,17010118,ASC-1013,143,I
20213,17010118,HOF-2101,146,I
20213,17010118,ACA-0910,145,I
20213,17010118,ASF-1011,144,I
20213,17010132,HOF-2101,146,I
20213,17010132,ASD-1001,142,I
20213,17010132,ASQ-1008,149,I
20213,17010132,AED-1023,151,I
20213,17010132,AEJ-1028,152,I
20213,17010132,ASF-1005,148,I
20213,17010132,ACF-0903,132,I
20213,17010132,LEI-05,032,I
20213,17010133,ACD-0908,103,I
20213,17010133,ASD-1001,142,I
20213,17010133,ACA-0910,145,I
20213,17010134,LEI-06,032,I
20213,17010134,ACA-0909,119,I
20213,17010134,INC-1013,030,I
20213,17010134,ACD-0908,028,I
20213,17010134,INC-1001,024,I
20213,17010134,INC-1019,022,I
20213,17010137,CPM-2106,186,I
20213,17010137,CPF-2105,193,I
20213,17010139,LEI-04,094,I
20213,17010139,ACA-0910,145,I
20213,17010139,GEF-0919,120,I
20213,17010139,GED-0920,105,I
20213,17010139,GEC-0912,106,I
20213,17010139,AED-1035,107,I
20213,17010139,AED-1069,104,I
20213,17010139,ACD-0908,081,I
20213,17010143,INC-1022,005,I
20213,17010143,ACA-0910,001,I
20213,17010143,INC-1015,011,I
20213,17010143,CPF-2105,193,I
20213,17010143,CPM-2106,186,I
20213,17010143,ACF-0904,175,I
20213,17010144,INC-1015,011,I
20213,17010144,CPF-2101,014,I
20213,17010144,ACA-0910,001,I
20213,17010144,INC-1019,022,I
20213,17010144,AEC-1392,020,I
20213,17010144,LEI-05,032,I
20213,17010144,ACF-0904,045,I
20213,17010149,ACF-0904,045,I
20213,17010149,INC-1019,021,I
20213,17010149,CPM-2106,186,I
20213,17010149,CPF-2105,193,I
20213,17010153,CPM-2106,186,I
20213,17010153,INC-1001,024,I
20213,17010153,INC-1019,022,I
20213,17010153,AEC-1048,033,I
20213,17010153,INC-1021,004,I
20213,17010153,INR-1003,018,I
20213,17010153,ACF-0904,046,I
20213,17010155,ACD-0908,028,I
20213,17010155,ACF-0902,126,I
20213,17010157,LEI-04,162,I
20213,17010165,LEI-02,071,I
20213,17010165,CPM-2106,186,I
20213,17010165,CPF-2105,193,I
20213,17010165,INC-1019,022,I
20213,17010165,INC-1013,029,I
20213,17010165,INC-1015,011,I
20213,17010165,INC-1021,004,I
20213,17010165,ACA-0910,001,I
20213,17010181,LEI-07,016,I
20213,17010181,ACD-0908,028,I
20213,17010182,ACA-0910,002,I
20213,17010183,ACA-0910,001,I
20213,17010183,INC-1021,004,I
20213,17010183,INC-1022,005,I
20213,17010183,CPF-2105,193,I
20213,17010183,CPM-2106,186,I
20213,17010183,ACF-0904,175,I
20213,17010188,CPM-2106,186,I
20213,17010188,CPF-2105,193,I
20213,17010188,INC-1021,004,I
20213,17010188,INC-1015,012,I
20213,17010188,INC-1019,021,I
20213,17010197,AEC-1392,020,I
20213,17010197,INC-1015,011,I
20213,17010197,CPF-2101,014,I
20213,17010197,INC-1022,005,I
20213,17010197,ACF-0904,175,I
20213,17010198,GEF-2105,190,I
20213,17010198,GEF-2102,189,I
20213,17010198,GED-0920,105,I
20213,17010203,ACA-0909,118,I
20213,17010203,ASF-1011,144,I
20213,17010203,HOF-2101,146,I
20213,17010203,ASD-1001,142,I
20213,17010203,ASC-1013,143,I
20213,17010203,LEI-01,070,I
20213,17010208,SCD-1016,073,I
20213,17010208,SCD-1004,074,I
20213,17010208,AEB-1055,079,I
20213,17010208,LEI-07,080,I
20213,17010208,SCG-1009,078,I
20213,17010208,DSD-2101,076,I
20213,17010208,DSD-2105,075,I
20213,17010209,ACF-0904,045,I
20213,17010209,INC-1022,005,I
20213,17010209,INC-1021,004,I
20213,17010209,INC-1019,022,I
20213,17010209,INC-1013,030,I
20213,17010209,CPF-2105,193,I
20213,17010209,CPM-2106,186,I
20213,17010209,LEI-05,122,I
20213,17010213,INC-1022,005,I
20213,17010213,INH-1020,009,I
20213,17010220,INH-1020,009,I
20213,17010220,INC-1021,003,I
20213,17010220,ACF-0904,046,I
20213,17010220,LEI-07,080,I
20213,17010220,CPM-2106,186,I
20213,17010220,CPF-2105,193,I
20213,17010221,ACF-0904,045,I
20213,17010221,ACA-0910,001,I
20213,17010221,INC-1021,004,I
20213,17010221,INC-1015,011,I
20213,17010221,INC-1019,022,I
20213,17010221,INF-1007,025,I
20213,17010224,INC-1015,012,I
20213,17010224,INC-1022,005,I
20213,17010224,INF-1028,008,I
20213,17010224,ACF-0904,045,I
20213,17010224,CPF-2105,193,I
20213,17010224,ACA-0909,118,I
20213,17010238,ACA-0909,119,I
20213,17010238,AEG-1075,116,I
20213,17010238,GEF-0915,115,I
20213,17010238,GED-0920,105,I
20213,17010238,LEI-07,147,I
20213,17010243,ASF-1005,148,I
20213,17010243,ASC-1013,143,I
20213,17010243,ASD-1001,142,I
20213,17010243,HOF-2101,146,I
20213,17010243,ASF-1011,144,I
20213,17010243,ACA-0910,145,I
20213,17010243,LEI-02,141,I
20213,17010243,ACF-0903,035,I
20213,17010245,GEF-2102,189,I
20213,17010245,GEF-2105,190,I
20213,17010255,ASF-1011,144,I
20213,17010255,HOF-2101,146,I
20213,17010255,ASD-1001,142,I
20213,17010255,LEI-05,031,I
20213,17010255,ACD-0908,081,I
20213,17010258,GEF-2105,190,I
20213,17010259,CPF-2105,193,I
20213,17010259,ACF-0904,175,I
20213,17010259,INH-1020,010,I
20213,17010259,INC-1022,005,I
20213,17010259,INC-1021,004,I
20213,17010259,ACA-0910,001,I
20213,17010259,INC-1015,011,I
20213,17010259,CPF-2101,013,I
20213,17010259,INF-1028,008,I
20213,17010259,INR-1003,017,I
20213,17010268,LEI-07,016,I
20213,17010268,ACA-0910,001,I
20213,17010268,INC-1021,004,I
20213,17010292,INC-1021,004,I
20213,17010292,INH-1020,010,I
20213,17010292,INC-1015,012,I
20213,17010294,INF-1007,026,I
20213,17010294,INC-1019,022,I
20213,17010294,INC-1001,024,I
20213,17010294,AEC-1392,020,I
20213,17010294,LEI-05,032,I
20213,17010294,ACF-0904,175,I
20213,17010295,CPF-2105,193,I
20213,17010295,CPM-2106,186,I
20213,17010295,INC-1015,011,I
20213,17010295,INH-1020,009,I
20213,17010295,ACA-0910,001,I
20213,17010320,GEF-2102,189,I
20213,17010320,AEG-1075,116,I
20213,18010002,INC-1022,006,I
20213,18010002,INC-1015,011,I
20213,18010002,LEI-07,015,I
20213,18010002,INR-1003,018,I
20213,18010002,AEC-1392,020,I
20213,18010002,INC-1001,024,I
20213,18010002,INF-1007,025,I
20213,18010004,INC-1021,004,I
20213,18010004,INC-1022,005,I
20213,18010004,CPF-2105,193,I
20213,18010006,ASF-1005,148,I
20213,18010006,AEM-1066,159,I
20213,18010006,ASF-1022,153,I
20213,18010006,AED-1006,157,I
20213,18010006,LEI-01,141,I
20213,18010006,ACA-0909,118,I
20213,18010006,ACF-0903,132,I
20213,18010011,ACF-0902,187,I
20213,18010011,AEC-1018,038,I
20213,18010011,TUT-I,065,I
20213,18010011,INJ-1011,042,I
20213,18010011,ACC-0906,050,I
20213,18010014,INC-1013,029,I
20213,18010014,INF-1007,026,I
20213,18010014,ACD-0908,028,I
20213,18010014,INC-1019,021,I
20213,18010014,INC-1001,023,I
20213,18010014,AEC-1392,020,I
20213,18010014,ACF-0904,175,I
20213,18010014,LEI-07,109,I
20213,18010015,ACA-0910,002,I
20213,18010015,INC-1021,003,I
20213,18010015,INC-1022,006,I
20213,18010015,INH-1020,010,I
20213,18010015,INF-1028,007,I
20213,18010015,INC-1015,012,I
20213,18010015,CPF-2101,013,I
20213,18010020,CPF-2101,013,I
20213,18010020,INC-1015,012,I
20213,18010020,LEI-07,016,I
20213,18010020,INF-1028,007,I
20213,18010020,INH-1020,010,I
20213,18010020,INC-1022,006,I
20213,18010020,ACA-0910,002,I
20213,18010020,INC-1021,004,I
20213,18010022,ACA-0910,002,I
20213,18010022,INC-1021,003,I
20213,18010022,INC-1022,006,I
20213,18010022,INH-1020,010,I
20213,18010022,INF-1028,007,I
20213,18010022,LEI-07,016,I
20213,18010022,INC-1015,012,I
20213,18010022,CPF-2101,013,I
20213,18010023,CPF-2101,013,I
20213,18010023,INC-1015,012,I
20213,18010023,INF-1028,008,I
20213,18010023,ACA-0910,001,I
20213,18010023,INC-1021,004,I
20213,18010023,INC-1022,005,I
20213,18010023,INC-1019,021,I
20213,18010023,LEI-05,031,I
20213,18010023,INF-1007,025,I
20213,18010023,ACD-0908,027,I
20213,18010024,INC-1021,004,I
20213,18010024,ACA-0910,002,I
20213,18010024,INF-1028,008,I
20213,18010024,INC-1022,006,I
20213,18010024,INC-1015,012,I
20213,18010024,LEI-07,016,I
20213,18010024,CPF-2101,014,I
20213,18010025,LEI-07,015,I
20213,18010025,ACD-0908,081,I
20213,18010025,GED-0920,105,I
20213,18010025,GEC-0912,106,I
20213,18010025,AED-1035,107,I
